행정구역,2020년_계_총인구수,2020년_계_연령구간인구수,2020년_계_0~9세,2020년_계_10~19세,2020년_계_20~29세,2020년_계_30~39세,2020년_계_40~49세,2020년_계_50~59세,2020년_계_60~69세,2020년_계_70~79세,2020년_계_80~89세,2020년_계_90~99세,2020년_계_100세 이상,2020년_남_총인구수,2020년_남_연령구간인구수,2020년_남_0~9세,2020년_남_10~19세,2020년_남_20~29세,2020년_남_30~39세,2020년_남_40~49세,2020년_남_50~59세,2020년_남_60~69세,2020년_남_70~79세,2020년_남_80~89세,2020년_남_90~99세,2020년_남_100세 이상,2020년_여_총인구수,2020년_여_연령구간인구수,2020년_여_0~9세,2020년_여_10~19세,2020년_여_20~29세,2020년_여_30~39세,2020년_여_40~49세,2020년_여_50~59세,2020년_여_60~69세,2020년_여_70~79세,2020년_여_80~89세,2020년_여_90~99세,2020년_여_100세 이상,2021년_계_총인구수,2021년_계_연령구간인구수,2021년_계_0~9세,2021년_계_10~19세,2021년_계_20~29세,2021년_계_30~39세,2021년_계_40~49세,2021년_계_50~59세,2021년_계_60~69세,2021년_계_70~79세,2021년_계_80~89세,2021년_계_90~99세,2021년_계_100세 이상,2021년_남_총인구수,2021년_남_연령구간인구수,2021년_남_0~9세,2021년_남_10~19세,2021년_남_20~29세,2021년_남_30~39세,2021년_남_40~49세,2021년_남_50~59세,2021년_남_60~69세,2021년_남_70~79세,2021년_남_80~89세,2021년_남_90~99세,2021년_남_100세 이상,2021년_여_총인구수,2021년_여_연령구간인구수,2021년_여_0~9세,2021년_여_10~19세,2021년_여_20~29세,2021년_여_30~39세,2021년_여_40~49세,2021년_여_50~59세,2021년_여_60~69세,2021년_여_70~79세,2021년_여_80~89세,2021년_여_90~99세,2021년_여_100세 이상,2022년_계_총인구수,2022년_계_연령구간인구수,2022년_계_0~9세,2022년_계_10~19세,2022년_계_20~29세,2022년_계_30~39세,2022년_계_40~49세,2022년_계_50~59세,2022년_계_60~69세,2022년_계_70~79세,2022년_계_80~89세,2022년_계_90~99세,2022년_계_100세 이상,2022년_남_총인구수,2022년_남_연령구간인구수,2022년_남_0~9세,2022년_남_10~19세,2022년_남_20~29세,2022년_남_30~39세,2022년_남_40~49세,2022년_남_50~59세,2022년_남_60~69세,2022년_남_70~79세,2022년_남_80~89세,2022년_남_90~99세,2022년_남_100세 이상,2022년_여_총인구수,2022년_여_연령구간인구수,2022년_여_0~9세,2022년_여_10~19세,2022년_여_20~29세,2022년_여_30~39세,2022년_여_40~49세,2022년_여_50~59세,2022년_여_60~69세,2022년_여_70~79세,2022년_여_80~89세,2022년_여_90~99세,2022년_여_100세 이상,2023년_계_총인구수,2023년_계_연령구간인구수,2023년_계_0~9세,2023년_계_10~19세,2023년_계_20~29세,2023년_계_30~39세,2023년_계_40~49세,2023년_계_50~59세,2023년_계_60~69세,2023년_계_70~79세,2023년_계_80~89세,2023년_계_90~99세,2023년_계_100세 이상,2023년_남_총인구수,2023년_남_연령구간인구수,2023년_남_0~9세,2023년_남_10~19세,2023년_남_20~29세,2023년_남_30~39세,2023년_남_40~49세,2023년_남_50~59세,2023년_남_60~69세,2023년_남_70~79세,2023년_남_80~89세,2023년_남_90~99세,2023년_남_100세 이상,2023년_여_총인구수,2023년_여_연령구간인구수,2023년_여_0~9세,2023년_여_10~19세,2023년_여_20~29세,2023년_여_30~39세,2023년_여_40~49세,2023년_여_50~59세,2023년_여_60~69세,2023년_여_70~79세,2023년_여_80~89세,2023년_여_90~99세,2023년_여_100세 이상,2024년_계_총인구수,2024년_계_연령구간인구수,2024년_계_0~9세,2024년_계_10~19세,2024년_계_20~29세,2024년_계_30~39세,2024년_계_40~49세,2024년_계_50~59세,2024년_계_60~69세,2024년_계_70~79세,2024년_계_80~89세,2024년_계_90~99세,2024년_계_100세 이상,2024년_남_총인구수,2024년_남_연령구간인구수,2024년_남_0~9세,2024년_남_10~19세,2024년_남_20~29세,2024년_남_30~39세,2024년_남_40~49세,2024년_남_50~59세,2024년_남_60~69세,2024년_남_70~79세,2024년_남_80~89세,2024년_남_90~99세,2024년_남_100세 이상,2024년_여_총인구수,2024년_여_연령구간인구수,2024년_여_0~9세,2024년_여_10~19세,2024년_여_20~29세,2024년_여_30~39세,2024년_여_40~49세,2024년_여_50~59세,2024년_여_60~69세,2024년_여_70~79세,2024년_여_80~89세,2024년_여_90~99세,2024년_여_100세 이상
전북특별자치도 전주시 덕진구 (5211300000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"313,741","313,741","22,734","35,110","39,403","39,207","50,030","51,890","39,974","22,387","11,311","1,663",32,"155,974","155,974","11,580","18,012","20,907","20,277","24,897","26,172","19,309","10,008","4,377",431,4,"157,767","157,767","11,154","17,098","18,496","18,930","25,133","25,718","20,665","12,379","6,934","1,232",28
전북특별자치도 군산시 (5213000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"258,047","258,047","15,124","25,393","25,364","26,037","39,223","45,616","41,721","25,349","12,156","2,010",54,"130,936","130,936","7,651","13,105","14,197","13,843","20,484","24,102","20,802","11,874","4,431",440,7,"127,111","127,111","7,473","12,288","11,167","12,194","18,739","21,514","20,919","13,475","7,725","1,570",47
전북특별자치도 익산시 (5214000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"268,001","268,001","13,734","24,904","30,163","26,402","35,386","48,173","45,776","26,677","14,167","2,564",55,"133,433","133,433","6,944","12,800","16,538","13,918","18,132","24,395","22,835","12,359","4,937",569,6,"134,568","134,568","6,790","12,104","13,625","12,484","17,254","23,778","22,941","14,318","9,230","1,995",49
전북특별자치도 정읍시 (5218000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,127","102,127","4,574","8,354","8,681","7,783","12,101","18,168","18,971","12,890","8,849","1,714",42,"50,997","50,997","2,389","4,369","4,930","4,166","6,319","9,773","9,817","5,862","2,987",379,6,"51,130","51,130","2,185","3,985","3,751","3,617","5,782","8,395","9,154","7,028","5,862","1,335",36
전북특별자치도 남원시 (5219000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,647","75,647","3,521","6,271","5,974","5,548","8,552","13,665","14,164","9,965","6,653","1,299",35,"37,120","37,120","1,832","3,277","3,343","2,867","4,263","7,246","7,216","4,628","2,171",271,6,"38,527","38,527","1,689","2,994","2,631","2,681","4,289","6,419","6,948","5,337","4,482","1,028",29
전북특별자치도 김제시 (5221000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,635","80,635","3,488","5,623","6,442","6,404","8,735","13,192","16,170","11,254","7,662","1,625",40,"40,360","40,360","1,777","2,928","3,635","3,380","4,819","7,400","8,342","5,195","2,531",343,10,"40,275","40,275","1,711","2,695","2,807","3,024","3,916","5,792","7,828","6,059","5,131","1,282",30
전북특별자치도 완주군 (5271000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,279","99,279","6,037","8,660","9,052","11,018","13,437","16,743","17,086","10,174","5,941","1,102",29,"50,965","50,965","3,063","4,460","5,044","5,748","7,115","9,211","9,002","5,033","2,053",234,2,"48,314","48,314","2,974","4,200","4,008","5,270","6,322","7,532","8,084","5,141","3,888",868,27
전북특별자치도 진안군 (5272000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,161","24,161",836,"1,498","1,556","1,352","2,077","4,186","5,629","3,866","2,639",506,16,"12,352","12,352",428,761,901,663,"1,166","2,373","3,107","1,913",928,111,1,"11,809","11,809",408,737,655,689,911,"1,813","2,522","1,953","1,711",395,15
전북특별자치도 무주군 (5273000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,032","23,032",780,"1,668","1,527","1,415","2,323","4,002","5,006","3,358","2,502",441,10,"11,572","11,572",398,861,866,778,"1,250","2,249","2,677","1,543",846,103,1,"11,460","11,460",382,807,661,637,"1,073","1,753","2,329","1,815","1,656",338,9
전북특별자치도 장수군 (5274000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,663","20,663",728,"1,518","1,258","1,195","2,042","3,486","4,463","3,245","2,307",408,13,"10,372","10,372",382,776,716,641,"1,152","1,947","2,354","1,573",721,108,2,"10,291","10,291",346,742,542,554,890,"1,539","2,109","1,672","1,586",300,11
전북특별자치도 임실군 (5275000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,577","25,577","1,027","1,387","1,612","1,618","2,247","4,158","5,639","4,117","3,162",596,14,"13,202","13,202",540,732,942,881,"1,339","2,407","3,174","1,988","1,058",140,1,"12,375","12,375",487,655,670,737,908,"1,751","2,465","2,129","2,104",456,13
전북특별자치도 순창군 (5277000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,822","26,822","1,078","2,014","1,990","1,618","2,734","4,488","5,476","3,862","3,031",513,18,"13,217","13,217",548,"1,042","1,112",811,"1,451","2,499","2,933","1,755",949,116,1,"13,605","13,605",530,972,878,807,"1,283","1,989","2,543","2,107","2,082",397,17
전북특별자치도 고창군 (5279000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,982","50,982","1,872","3,830","3,223","3,207","4,989","8,393","10,585","7,901","5,908","1,037",37,"25,441","25,441",968,"2,128","1,872","1,691","2,780","4,743","5,437","3,657","1,957",206,2,"25,541","25,541",904,"1,702","1,351","1,516","2,209","3,650","5,148","4,244","3,951",831,35
전북특별자치도 부안군 (5280000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,066","48,066","1,761","3,245","3,251","3,088","4,944","8,082","10,261","7,507","5,051",861,15,"24,010","24,010",927,"1,674","1,918","1,667","2,686","4,547","5,242","3,478","1,700",170,1,"24,056","24,056",834,"1,571","1,333","1,421","2,258","3,535","5,019","4,029","3,351",691,14
전라남도  (4600000000),"1,851,549","1,851,549","132,202","167,308","200,709","186,064","259,749","313,679","272,377","192,906","109,618","16,067",870,"930,615","930,615","67,356","86,808","112,080","97,929","138,946","168,090","137,191","84,379","34,535","3,179",122,"920,934","920,934","64,846","80,500","88,629","88,135","120,803","145,589","135,186","108,527","75,083","12,888",748,"1,832,803","1,832,803","123,712","163,148","193,735","178,428","252,254","312,463","284,871","191,022","115,490","17,216",464,"922,221","922,221","63,098","84,416","108,408","93,924","134,387","168,369","144,081","85,149","36,917","3,422",50,"910,582","910,582","60,614","78,732","85,327","84,504","117,867","144,094","140,790","105,873","78,573","13,794",414,"1,817,697","1,817,697","114,889","161,566","185,970","172,262","247,532","311,348","293,838","188,760","122,806","18,184",542,"915,272","915,272","58,743","83,264","104,135","90,528","131,641","167,809","149,873","85,803","39,775","3,646",55,"902,425","902,425","56,146","78,302","81,835","81,734","115,891","143,539","143,965","102,957","83,031","14,538",487,"1,804,217","1,804,217","107,726","158,933","178,152","169,502","240,813","310,282","305,457","189,922","123,690","19,148",592,"909,548","909,548","55,007","81,807","99,758","89,471","127,824","167,170","156,840","87,378","40,423","3,801",69,"894,669","894,669","52,719","77,126","78,394","80,031","112,989","143,112","148,617","102,544","83,267","15,347",523,"1,788,819","1,788,819","101,368","156,438","169,229","169,144","232,746","308,317","311,699","195,421","123,222","20,694",541,"902,380","902,380","51,755","80,256","94,710","89,493","123,138","166,276","160,720","90,957","40,831","4,171",73,"886,439","886,439","49,613","76,182","74,519","79,651","109,608","142,041","150,979","104,464","82,391","16,523",468
전라남도 목포시 (4611000000),"224,044","224,044","18,295","24,511","27,134","25,751","37,381","36,297","28,933","17,606","7,096",958,82,"111,578","111,578","9,425","12,552","14,655","13,268","19,277","18,198","13,790","7,807","2,393",197,16,"112,466","112,466","8,870","11,959","12,479","12,483","18,104","18,099","15,143","9,799","4,703",761,66,"218,589","218,589","16,347","23,802","26,198","23,618","36,047","35,988","29,966","17,972","7,648",979,24,"108,808","108,808","8,434","12,170","14,176","12,174","18,572","18,260","14,220","7,962","2,633",204,3,"109,781","109,781","7,913","11,632","12,022","11,444","17,475","17,728","15,746","10,010","5,015",775,21,"216,939","216,939","14,842","23,804","25,440","22,543","35,604","36,520","30,520","18,186","8,400","1,055",25,"107,826","107,826","7,671","12,154","13,767","11,525","18,362","18,583","14,495","8,113","2,931",223,2,"109,113","109,113","7,171","11,650","11,673","11,018","17,242","17,937","16,025","10,073","5,469",832,23,"214,156","214,156","13,517","23,295","24,374","21,564","34,520","36,966","31,554","18,536","8,672","1,121",37,"106,416","106,416","6,953","11,907","13,291","11,027","17,771","18,953","14,916","8,264","3,084",245,5,"107,740","107,740","6,564","11,388","11,083","10,537","16,749","18,013","16,638","10,272","5,588",876,32,"209,890","209,890","11,952","22,590","23,113","20,577","33,110","37,122","32,050","19,123","8,980","1,240",33,"104,326","104,326","6,162","11,556","12,623","10,616","17,036","19,126","15,154","8,529","3,246",275,3,"105,564","105,564","5,790","11,034","10,490","9,961","16,074","17,996","16,896","10,594","5,734",965,30
전라남도 여수시 (4613000000),"280,242","280,242","20,942","26,412","33,719","31,026","41,915","48,521","40,792","24,534","10,669","1,607",105,"142,995","142,995","10,639","13,736","19,147","16,677","22,134","25,406","20,224","11,164","3,566",285,17,"137,247","137,247","10,303","12,676","14,572","14,349","19,781","23,115","20,568","13,370","7,103","1,322",88,"276,762","276,762","19,546","25,624","32,673","29,664","40,592","48,140","42,319","25,130","11,312","1,724",38,"141,074","141,074","9,905","13,234","18,576","15,948","21,406","25,326","20,833","11,663","3,872",307,4,"135,688","135,688","9,641","12,390","14,097","13,716","19,186","22,814","21,486","13,467","7,440","1,417",34,"274,765","274,765","18,410","25,181","31,521","28,895","39,778","47,745","43,263","25,763","12,326","1,826",57,"139,821","139,821","9,402","12,892","17,826","15,587","20,880","25,157","21,388","12,067","4,268",348,6,"134,944","134,944","9,008","12,289","13,695","13,308","18,898","22,588","21,875","13,696","8,058","1,478",51,"271,696","271,696","17,081","24,643","29,965","28,128","38,658","47,483","44,924","26,101","12,770","1,881",62,"138,354","138,354","8,705","12,622","16,977","15,312","20,240","25,044","22,348","12,232","4,501",366,7,"133,342","133,342","8,376","12,021","12,988","12,816","18,418","22,439","22,576","13,869","8,269","1,515",55,"267,816","267,816","15,814","24,057","28,280","27,543","37,112","47,045","45,304","27,499","13,153","1,948",61,"136,273","136,273","8,067","12,245","16,064","15,004","19,461","24,737","22,622","12,942","4,737",387,7,"131,543","131,543","7,747","11,812","12,216","12,539","17,651","22,308","22,682","14,557","8,416","1,561",54
전라남도 순천시 (4615000000),"282,189","282,189","23,528","30,268","37,553","33,117","43,454","49,124","34,337","19,029","10,119","1,591",69,"140,772","140,772","12,067","15,796","20,374","17,004","21,385","24,789","17,250","8,490","3,296",313,8,"141,417","141,417","11,461","14,472","17,179","16,113","22,069","24,335","17,087","10,539","6,823","1,278",61,"281,436","281,436","22,538","29,444","36,739","32,763","42,487","49,217","36,527","19,284","10,716","1,670",51,"140,466","140,466","11,554","15,290","19,978","16,902","20,940","24,842","18,292","8,779","3,550",337,2,"140,970","140,970","10,984","14,154","16,761","15,861","21,547","24,375","18,235","10,505","7,166","1,333",49,"278,737","278,737","21,235","29,014","34,962","31,938","41,530","49,108","38,257","19,549","11,353","1,738",53,"139,014","139,014","10,882","14,984","19,160","16,460","20,410","24,657","19,257","9,051","3,786",363,4,"139,723","139,723","10,353","14,030","15,802","15,478","21,120","24,451","19,000","10,498","7,567","1,375",49,"278,137","278,137","20,198","28,668","33,557","32,076","40,476","49,124","40,507","19,932","11,671","1,879",49,"138,814","138,814","10,352","14,799","18,361","16,656","20,007","24,551","20,413","9,352","3,937",382,4,"139,323","139,323","9,846","13,869","15,196","15,420","20,469","24,573","20,094","10,580","7,734","1,497",45,"276,329","276,329","19,104","28,095","31,829","32,177","39,386","48,788","41,944","21,167","11,687","2,104",48,"137,943","137,943","9,811","14,456","17,391","16,780","19,536","24,406","21,113","9,995","4,012",438,5,"138,386","138,386","9,293","13,639","14,438","15,397","19,850","24,382","20,831","11,172","7,675","1,666",43
전라남도 나주시 (4617000000),"115,613","115,613","10,133","9,389","12,414","14,591","16,461","17,256","16,167","11,550","6,596",991,65,"58,194","58,194","5,155","4,856","6,580","7,600","9,163","9,417","8,207","5,014","1,981",210,11,"57,419","57,419","4,978","4,533","5,834","6,991","7,298","7,839","7,960","6,536","4,615",781,54,"116,726","116,726","9,845","9,643","12,211","14,425","16,746","17,408","17,014","11,344","6,980","1,080",30,"58,906","58,906","5,080","4,958","6,440","7,549","9,220","9,576","8,655","5,032","2,162",229,5,"57,820","57,820","4,765","4,685","5,771","6,876","7,526","7,832","8,359","6,312","4,818",851,25,"116,456","116,456","9,221","9,879","11,613","14,003","16,935","17,497","17,571","11,124","7,463","1,118",32,"58,749","58,749","4,743","5,045","6,118","7,233","9,277","9,609","9,086","5,044","2,345",244,5,"57,707","57,707","4,478","4,834","5,495","6,770","7,658","7,888","8,485","6,080","5,118",874,27,"117,377","117,377","8,994","10,111","11,390","14,165","17,039","17,538","18,239","11,190","7,475","1,198",38,"59,261","59,261","4,619","5,208","5,998","7,302","9,199","9,644","9,503","5,141","2,392",248,7,"58,116","58,116","4,375","4,903","5,392","6,863","7,840","7,894","8,736","6,049","5,083",950,31,"116,654","116,654","8,682","10,256","10,619","14,163","16,669","17,517","18,482","11,464","7,493","1,272",37,"58,934","58,934","4,431","5,295","5,620","7,202","8,934","9,708","9,677","5,317","2,478",262,10,"57,720","57,720","4,251","4,961","4,999","6,961","7,735","7,809","8,805","6,147","5,015","1,010",27
전라남도 광양시 (4623000000),"151,769","151,769","13,388","16,046","20,204","18,537","23,894","29,079","17,003","8,161","4,688",745,24,"79,144","79,144","6,797","8,299","11,786","9,935","12,236","15,929","8,925","3,621","1,487",124,5,"72,625","72,625","6,591","7,747","8,418","8,602","11,658","13,150","8,078","4,540","3,201",621,19,"150,531","150,531","12,656","15,648","19,258","18,061","23,102","29,443","18,319","8,388","4,789",849,18,"78,626","78,626","6,437","8,125","11,207","9,717","11,993","15,977","9,646","3,852","1,532",140,0,"71,905","71,905","6,219","7,523","8,051","8,344","11,109","13,466","8,673","4,536","3,257",709,18,"152,168","152,168","12,024","15,719","18,969","18,102","23,072","29,898","19,717","8,702","5,066",873,26,"79,523","79,523","6,137","8,148","10,946","9,751","12,055","16,143","10,410","4,130","1,654",147,2,"72,645","72,645","5,887","7,571","8,023","8,351","11,017","13,755","9,307","4,572","3,412",726,24,"152,666","152,666","11,427","15,663","17,976","18,305","22,862","30,143","21,190","9,025","5,146",898,31,"79,892","79,892","5,802","8,027","10,444","9,965","12,059","16,084","11,285","4,373","1,703",149,1,"72,774","72,774","5,625","7,636","7,532","8,340","10,803","14,059","9,905","4,652","3,443",749,30,"154,692","154,692","11,180","15,761","17,233","19,399","22,666","30,332","22,277","9,799","5,083",935,27,"81,108","81,108","5,694","8,029","10,001","10,729","11,987","16,107","11,894","4,814","1,689",163,1,"73,584","73,584","5,486","7,732","7,232","8,670","10,679","14,225","10,383","4,985","3,394",772,26
전라남도 담양군 (4671000000),"46,280","46,280","2,345","3,029","4,834","3,644","5,187","8,146","8,281","6,346","3,835",598,35,"23,502","23,502","1,177","1,586","2,856","1,891","3,027","4,485","4,268","2,825","1,244",139,4,"22,778","22,778","1,168","1,443","1,978","1,753","2,160","3,661","4,013","3,521","2,591",459,31,"46,180","46,180","2,177","2,985","4,543","3,534","5,118","8,192","8,766","6,148","4,077",613,27,"23,428","23,428","1,062","1,543","2,688","1,822","2,912","4,548","4,590","2,777","1,339",145,2,"22,752","22,752","1,115","1,442","1,855","1,712","2,206","3,644","4,176","3,371","2,738",468,25,"45,792","45,792","2,038","2,952","4,196","3,404","4,913","8,116","9,098","6,013","4,386",648,28,"23,168","23,168","1,007","1,519","2,467","1,747","2,746","4,493","4,805","2,785","1,444",153,2,"22,624","22,624","1,031","1,433","1,729","1,657","2,167","3,623","4,293","3,228","2,942",495,26,"45,373","45,373","1,973","2,912","3,831","3,355","4,763","7,977","9,429","6,032","4,403",664,34,"22,961","22,961",977,"1,501","2,221","1,729","2,641","4,408","5,040","2,848","1,446",147,3,"22,412","22,412",996,"1,411","1,610","1,626","2,122","3,569","4,389","3,184","2,957",517,31,"44,623","44,623","1,772","2,913","3,455","3,241","4,486","7,835","9,571","6,260","4,367",700,23,"22,516","22,516",891,"1,508","1,986","1,659","2,447","4,310","5,142","2,999","1,414",155,5,"22,107","22,107",881,"1,405","1,469","1,582","2,039","3,525","4,429","3,261","2,953",545,18
전라남도 곡성군 (4672000000),"28,039","28,039","1,085","1,928","2,387","1,718","3,025","4,897","5,004","4,285","3,190",506,14,"13,707","13,707",556,"1,017","1,294",918,"1,699","2,698","2,620","1,813",993,96,3,"14,332","14,332",529,911,"1,093",800,"1,326","2,199","2,384","2,472","2,197",410,11,"27,535","27,535",964,"1,859","2,173","1,619","2,886","4,753","5,295","4,105","3,288",579,14,"13,540","13,540",503,996,"1,200",857,"1,603","2,653","2,796","1,793","1,031",105,3,"13,995","13,995",461,863,973,762,"1,283","2,100","2,499","2,312","2,257",474,11,"27,060","27,060",843,"1,719","2,115","1,551","2,696","4,636","5,488","3,957","3,436",603,16,"13,386","13,386",424,941,"1,157",837,"1,489","2,614","2,928","1,798","1,079",117,2,"13,674","13,674",419,778,958,714,"1,207","2,022","2,560","2,159","2,357",486,14,"26,905","26,905",786,"1,644","2,029","1,539","2,588","4,630","5,709","3,942","3,399",624,15,"13,375","13,375",392,907,"1,134",819,"1,418","2,585","3,093","1,822","1,071",133,1,"13,530","13,530",394,737,895,720,"1,170","2,045","2,616","2,120","2,328",491,14,"26,566","26,566",755,"1,568","1,822","1,606","2,431","4,526","5,855","4,029","3,247",711,16,"13,192","13,192",373,848,"1,010",844,"1,317","2,528","3,179","1,910","1,022",159,2,"13,374","13,374",382,720,812,762,"1,114","1,998","2,676","2,119","2,225",552,14
전라남도 구례군 (4673000000),"25,719","25,719","1,141","1,858","1,985","1,686","2,926","4,624","4,704","3,900","2,496",377,22,"12,519","12,519",563,984,"1,069",902,"1,591","2,565","2,316","1,631",813,83,2,"13,200","13,200",578,874,916,784,"1,335","2,059","2,388","2,269","1,683",294,20,"25,235","25,235","1,024","1,774","1,882","1,506","2,707","4,555","4,910","3,781","2,685",398,13,"12,285","12,285",493,928,"1,066",771,"1,456","2,528","2,473","1,615",871,82,2,"12,950","12,950",531,846,816,735,"1,251","2,027","2,437","2,166","1,814",316,11,"24,655","24,655",935,"1,693","1,714","1,353","2,564","4,414","5,067","3,639","2,836",430,10,"12,052","12,052",460,876,994,681,"1,374","2,455","2,600","1,628",889,93,2,"12,603","12,603",475,817,720,672,"1,190","1,959","2,467","2,011","1,947",337,8,"24,314","24,314",832,"1,608","1,600","1,339","2,388","4,411","5,214","3,592","2,875",447,8,"11,890","11,890",404,834,915,663,"1,279","2,438","2,722","1,640",904,90,1,"12,424","12,424",428,774,685,676,"1,109","1,973","2,492","1,952","1,971",357,7,"24,025","24,025",768,"1,572","1,545","1,280","2,241","4,319","5,294","3,670","2,850",478,8,"11,736","11,736",383,804,888,634,"1,180","2,382","2,779","1,692",896,97,1,"12,289","12,289",385,768,657,646,"1,061","1,937","2,515","1,978","1,954",381,7
